utterance_id,speaker_id,audio_path,label_path,transcript_path,split
sm04010105116,sm04,data\raw\wav_sm04\sm04010105116.wav,data\labels\lab_sm04\sm04010105116.lab,data\transcripts\txt_sm04\sm04010105116.txt,train
sm04010105117,sm04,data\raw\wav_sm04\sm04010105117.wav,data\labels\lab_sm04\sm04010105117.lab,data\transcripts\txt_sm04\sm04010105117.txt,test
sm04010105118,sm04,data\raw\wav_sm04\sm04010105118.wav,data\labels\lab_sm04\sm04010105118.lab,data\transcripts\txt_sm04\sm04010105118.txt,train
sm04010105119,sm04,data\raw\wav_sm04\sm04010105119.wav,data\labels\lab_sm04\sm04010105119.lab,data\transcripts\txt_sm04\sm04010105119.txt,train
sm04010105120,sm04,data\raw\wav_sm04\sm04010105120.wav,data\labels\lab_sm04\sm04010105120.lab,data\transcripts\txt_sm04\sm04010105120.txt,train
sm04010105121,sm04,data\raw\wav_sm04\sm04010105121.wav,data\labels\lab_sm04\sm04010105121.lab,data\transcripts\txt_sm04\sm04010105121.txt,val
sm04010105122,sm04,data\raw\wav_sm04\sm04010105122.wav,data\labels\lab_sm04\sm04010105122.lab,data\transcripts\txt_sm04\sm04010105122.txt,test
sm04010105123,sm04,data\raw\wav_sm04\sm04010105123.wav,data\labels\lab_sm04\sm04010105123.lab,data\transcripts\txt_sm04\sm04010105123.txt,train
sm04010105124,sm04,data\raw\wav_sm04\sm04010105124.wav,data\labels\lab_sm04\sm04010105124.lab,data\transcripts\txt_sm04\sm04010105124.txt,test
sm04010105125,sm04,data\raw\wav_sm04\sm04010105125.wav,data\labels\lab_sm04\sm04010105125.lab,data\transcripts\txt_sm04\sm04010105125.txt,train
sm04010105126,sm04,data\raw\wav_sm04\sm04010105126.wav,data\labels\lab_sm04\sm04010105126.lab,data\transcripts\txt_sm04\sm04010105126.txt,train
sm04010105127,sm04,data\raw\wav_sm04\sm04010105127.wav,data\labels\lab_sm04\sm04010105127.lab,data\transcripts\txt_sm04\sm04010105127.txt,train
sm04010105128,sm04,data\raw\wav_sm04\sm04010105128.wav,data\labels\lab_sm04\sm04010105128.lab,data\transcripts\txt_sm04\sm04010105128.txt,test
sm04010105129,sm04,data\raw\wav_sm04\sm04010105129.wav,data\labels\lab_sm04\sm04010105129.lab,data\transcripts\txt_sm04\sm04010105129.txt,train
sm04010105130,sm04,data\raw\wav_sm04\sm04010105130.wav,data\labels\lab_sm04\sm04010105130.lab,data\transcripts\txt_sm04\sm04010105130.txt,train
sm04010105131,sm04,data\raw\wav_sm04\sm04010105131.wav,data\labels\lab_sm04\sm04010105131.lab,data\transcripts\txt_sm04\sm04010105131.txt,val
sm04010105132,sm04,data\raw\wav_sm04\sm04010105132.wav,data\labels\lab_sm04\sm04010105132.lab,data\transcripts\txt_sm04\sm04010105132.txt,train
sm04010105133,sm04,data\raw\wav_sm04\sm04010105133.wav,data\labels\lab_sm04\sm04010105133.lab,data\transcripts\txt_sm04\sm04010105133.txt,val
sm04010105134,sm04,data\raw\wav_sm04\sm04010105134.wav,data\labels\lab_sm04\sm04010105134.lab,data\transcripts\txt_sm04\sm04010105134.txt,train
sm04010105135,sm04,data\raw\wav_sm04\sm04010105135.wav,data\labels\lab_sm04\sm04010105135.lab,data\transcripts\txt_sm04\sm04010105135.txt,train
sm04010105136,sm04,data\raw\wav_sm04\sm04010105136.wav,data\labels\lab_sm04\sm04010105136.lab,data\transcripts\txt_sm04\sm04010105136.txt,train
sm04010105137,sm04,data\raw\wav_sm04\sm04010105137.wav,data\labels\lab_sm04\sm04010105137.lab,data\transcripts\txt_sm04\sm04010105137.txt,train
sm04010105138,sm04,data\raw\wav_sm04\sm04010105138.wav,data\labels\lab_sm04\sm04010105138.lab,data\transcripts\txt_sm04\sm04010105138.txt,train
sm04010105139,sm04,data\raw\wav_sm04\sm04010105139.wav,data\labels\lab_sm04\sm04010105139.lab,data\transcripts\txt_sm04\sm04010105139.txt,train
sm04010105140,sm04,data\raw\wav_sm04\sm04010105140.wav,data\labels\lab_sm04\sm04010105140.lab,data\transcripts\txt_sm04\sm04010105140.txt,val
sm04010105141,sm04,data\raw\wav_sm04\sm04010105141.wav,data\labels\lab_sm04\sm04010105141.lab,data\transcripts\txt_sm04\sm04010105141.txt,train
sm04010105142,sm04,data\raw\wav_sm04\sm04010105142.wav,data\labels\lab_sm04\sm04010105142.lab,data\transcripts\txt_sm04\sm04010105142.txt,train
sm04010105143,sm04,data\raw\wav_sm04\sm04010105143.wav,data\labels\lab_sm04\sm04010105143.lab,data\transcripts\txt_sm04\sm04010105143.txt,test
sm04010105144,sm04,data\raw\wav_sm04\sm04010105144.wav,data\labels\lab_sm04\sm04010105144.lab,data\transcripts\txt_sm04\sm04010105144.txt,train
sm04010105145,sm04,data\raw\wav_sm04\sm04010105145.wav,data\labels\lab_sm04\sm04010105145.lab,data\transcripts\txt_sm04\sm04010105145.txt,train
sm04010105146,sm04,data\raw\wav_sm04\sm04010105146.wav,data\labels\lab_sm04\sm04010105146.lab,data\transcripts\txt_sm04\sm04010105146.txt,val
sm04010105147,sm04,data\raw\wav_sm04\sm04010105147.wav,data\labels\lab_sm04\sm04010105147.lab,data\transcripts\txt_sm04\sm04010105147.txt,test
sm04010105148,sm04,data\raw\wav_sm04\sm04010105148.wav,data\labels\lab_sm04\sm04010105148.lab,data\transcripts\txt_sm04\sm04010105148.txt,test
sm04010105149,sm04,data\raw\wav_sm04\sm04010105149.wav,data\labels\lab_sm04\sm04010105149.lab,data\transcripts\txt_sm04\sm04010105149.txt,train
sm04010105150,sm04,data\raw\wav_sm04\sm04010105150.wav,data\labels\lab_sm04\sm04010105150.lab,data\transcripts\txt_sm04\sm04010105150.txt,test
sm04010105151,sm04,data\raw\wav_sm04\sm04010105151.wav,data\labels\lab_sm04\sm04010105151.lab,data\transcripts\txt_sm04\sm04010105151.txt,train
sm04010105152,sm04,data\raw\wav_sm04\sm04010105152.wav,data\labels\lab_sm04\sm04010105152.lab,data\transcripts\txt_sm04\sm04010105152.txt,train
sm04010105153,sm04,data\raw\wav_sm04\sm04010105153.wav,data\labels\lab_sm04\sm04010105153.lab,data\transcripts\txt_sm04\sm04010105153.txt,train
sm04010105154,sm04,data\raw\wav_sm04\sm04010105154.wav,data\labels\lab_sm04\sm04010105154.lab,data\transcripts\txt_sm04\sm04010105154.txt,train
sm04010105155,sm04,data\raw\wav_sm04\sm04010105155.wav,data\labels\lab_sm04\sm04010105155.lab,data\transcripts\txt_sm04\sm04010105155.txt,test
sm04010105156,sm04,data\raw\wav_sm04\sm04010105156.wav,data\labels\lab_sm04\sm04010105156.lab,data\transcripts\txt_sm04\sm04010105156.txt,val
sm04010105157,sm04,data\raw\wav_sm04\sm04010105157.wav,data\labels\lab_sm04\sm04010105157.lab,data\transcripts\txt_sm04\sm04010105157.txt,train
sm04010105158,sm04,data\raw\wav_sm04\sm04010105158.wav,data\labels\lab_sm04\sm04010105158.lab,data\transcripts\txt_sm04\sm04010105158.txt,train
sm04010105159,sm04,data\raw\wav_sm04\sm04010105159.wav,data\labels\lab_sm04\sm04010105159.lab,data\transcripts\txt_sm04\sm04010105159.txt,train
sm04010105160,sm04,data\raw\wav_sm04\sm04010105160.wav,data\labels\lab_sm04\sm04010105160.lab,data\transcripts\txt_sm04\sm04010105160.txt,train
sm04010105161,sm04,data\raw\wav_sm04\sm04010105161.wav,data\labels\lab_sm04\sm04010105161.lab,data\transcripts\txt_sm04\sm04010105161.txt,train
sm04010105162,sm04,data\raw\wav_sm04\sm04010105162.wav,data\labels\lab_sm04\sm04010105162.lab,data\transcripts\txt_sm04\sm04010105162.txt,train
sm04010105163,sm04,data\raw\wav_sm04\sm04010105163.wav,data\labels\lab_sm04\sm04010105163.lab,data\transcripts\txt_sm04\sm04010105163.txt,train
sm04010105164,sm04,data\raw\wav_sm04\sm04010105164.wav,data\labels\lab_sm04\sm04010105164.lab,data\transcripts\txt_sm04\sm04010105164.txt,test
sm04010105165,sm04,data\raw\wav_sm04\sm04010105165.wav,data\labels\lab_sm04\sm04010105165.lab,data\transcripts\txt_sm04\sm04010105165.txt,train
sm04010105166,sm04,data\raw\wav_sm04\sm04010105166.wav,data\labels\lab_sm04\sm04010105166.lab,data\transcripts\txt_sm04\sm04010105166.txt,test
sm04010105167,sm04,data\raw\wav_sm04\sm04010105167.wav,data\labels\lab_sm04\sm04010105167.lab,data\transcripts\txt_sm04\sm04010105167.txt,train
sm04010105168,sm04,data\raw\wav_sm04\sm04010105168.wav,data\labels\lab_sm04\sm04010105168.lab,data\transcripts\txt_sm04\sm04010105168.txt,test
sm04010105169,sm04,data\raw\wav_sm04\sm04010105169.wav,data\labels\lab_sm04\sm04010105169.lab,data\transcripts\txt_sm04\sm04010105169.txt,test
sm04010105170,sm04,data\raw\wav_sm04\sm04010105170.wav,data\labels\lab_sm04\sm04010105170.lab,data\transcripts\txt_sm04\sm04010105170.txt,train
sm04010105171,sm04,data\raw\wav_sm04\sm04010105171.wav,data\labels\lab_sm04\sm04010105171.lab,data\transcripts\txt_sm04\sm04010105171.txt,train
sm04010105172,sm04,data\raw\wav_sm04\sm04010105172.wav,data\labels\lab_sm04\sm04010105172.lab,data\transcripts\txt_sm04\sm04010105172.txt,test
sm04010105173,sm04,data\raw\wav_sm04\sm04010105173.wav,data\labels\lab_sm04\sm04010105173.lab,data\transcripts\txt_sm04\sm04010105173.txt,train
sm04010105174,sm04,data\raw\wav_sm04\sm04010105174.wav,data\labels\lab_sm04\sm04010105174.lab,data\transcripts\txt_sm04\sm04010105174.txt,train
sm04010105175,sm04,data\raw\wav_sm04\sm04010105175.wav,data\labels\lab_sm04\sm04010105175.lab,data\transcripts\txt_sm04\sm04010105175.txt,test
sm04010105176,sm04,data\raw\wav_sm04\sm04010105176.wav,data\labels\lab_sm04\sm04010105176.lab,data\transcripts\txt_sm04\sm04010105176.txt,train
sm04010105177,sm04,data\raw\wav_sm04\sm04010105177.wav,data\labels\lab_sm04\sm04010105177.lab,data\transcripts\txt_sm04\sm04010105177.txt,train
sm04010105178,sm04,data\raw\wav_sm04\sm04010105178.wav,data\labels\lab_sm04\sm04010105178.lab,data\transcripts\txt_sm04\sm04010105178.txt,train
sm04010105179,sm04,data\raw\wav_sm04\sm04010105179.wav,data\labels\lab_sm04\sm04010105179.lab,data\transcripts\txt_sm04\sm04010105179.txt,val
sm04010105180,sm04,data\raw\wav_sm04\sm04010105180.wav,data\labels\lab_sm04\sm04010105180.lab,data\transcripts\txt_sm04\sm04010105180.txt,val
sm04010105181,sm04,data\raw\wav_sm04\sm04010105181.wav,data\labels\lab_sm04\sm04010105181.lab,data\transcripts\txt_sm04\sm04010105181.txt,train
sm04010105182,sm04,data\raw\wav_sm04\sm04010105182.wav,data\labels\lab_sm04\sm04010105182.lab,data\transcripts\txt_sm04\sm04010105182.txt,train
sm04010105183,sm04,data\raw\wav_sm04\sm04010105183.wav,data\labels\lab_sm04\sm04010105183.lab,data\transcripts\txt_sm04\sm04010105183.txt,test
sm04010105184,sm04,data\raw\wav_sm04\sm04010105184.wav,data\labels\lab_sm04\sm04010105184.lab,data\transcripts\txt_sm04\sm04010105184.txt,train
sm04010105185,sm04,data\raw\wav_sm04\sm04010105185.wav,data\labels\lab_sm04\sm04010105185.lab,data\transcripts\txt_sm04\sm04010105185.txt,train
sm04010105186,sm04,data\raw\wav_sm04\sm04010105186.wav,data\labels\lab_sm04\sm04010105186.lab,data\transcripts\txt_sm04\sm04010105186.txt,train
sm04010105187,sm04,data\raw\wav_sm04\sm04010105187.wav,data\labels\lab_sm04\sm04010105187.lab,data\transcripts\txt_sm04\sm04010105187.txt,train
sm04010105188,sm04,data\raw\wav_sm04\sm04010105188.wav,data\labels\lab_sm04\sm04010105188.lab,data\transcripts\txt_sm04\sm04010105188.txt,train
sm04010105189,sm04,data\raw\wav_sm04\sm04010105189.wav,data\labels\lab_sm04\sm04010105189.lab,data\transcripts\txt_sm04\sm04010105189.txt,train
sm04010105190,sm04,data\raw\wav_sm04\sm04010105190.wav,data\labels\lab_sm04\sm04010105190.lab,data\transcripts\txt_sm04\sm04010105190.txt,train
sm04010105191,sm04,data\raw\wav_sm04\sm04010105191.wav,data\labels\lab_sm04\sm04010105191.lab,data\transcripts\txt_sm04\sm04010105191.txt,train
sm04010105192,sm04,data\raw\wav_sm04\sm04010105192.wav,data\labels\lab_sm04\sm04010105192.lab,data\transcripts\txt_sm04\sm04010105192.txt,train
sm04010105193,sm04,data\raw\wav_sm04\sm04010105193.wav,data\labels\lab_sm04\sm04010105193.lab,data\transcripts\txt_sm04\sm04010105193.txt,train
sm04010105194,sm04,data\raw\wav_sm04\sm04010105194.wav,data\labels\lab_sm04\sm04010105194.lab,data\transcripts\txt_sm04\sm04010105194.txt,train
sm04010105195,sm04,data\raw\wav_sm04\sm04010105195.wav,data\labels\lab_sm04\sm04010105195.lab,data\transcripts\txt_sm04\sm04010105195.txt,test
sm04010105196,sm04,data\raw\wav_sm04\sm04010105196.wav,data\labels\lab_sm04\sm04010105196.lab,data\transcripts\txt_sm04\sm04010105196.txt,train
sm04010105197,sm04,data\raw\wav_sm04\sm04010105197.wav,data\labels\lab_sm04\sm04010105197.lab,data\transcripts\txt_sm04\sm04010105197.txt,train
sm04010105201,sm04,data\raw\wav_sm04\sm04010105201.wav,data\labels\lab_sm04\sm04010105201.lab,data\transcripts\txt_sm04\sm04010105201.txt,test
sm04010105202,sm04,data\raw\wav_sm04\sm04010105202.wav,data\labels\lab_sm04\sm04010105202.lab,data\transcripts\txt_sm04\sm04010105202.txt,test
sm04010105204,sm04,data\raw\wav_sm04\sm04010105204.wav,data\labels\lab_sm04\sm04010105204.lab,data\transcripts\txt_sm04\sm04010105204.txt,val
sm04010105205,sm04,data\raw\wav_sm04\sm04010105205.wav,data\labels\lab_sm04\sm04010105205.lab,data\transcripts\txt_sm04\sm04010105205.txt,train
sm04010105206,sm04,data\raw\wav_sm04\sm04010105206.wav,data\labels\lab_sm04\sm04010105206.lab,data\transcripts\txt_sm04\sm04010105206.txt,train
sm04010105207,sm04,data\raw\wav_sm04\sm04010105207.wav,data\labels\lab_sm04\sm04010105207.lab,data\transcripts\txt_sm04\sm04010105207.txt,train
sm04010105208,sm04,data\raw\wav_sm04\sm04010105208.wav,data\labels\lab_sm04\sm04010105208.lab,data\transcripts\txt_sm04\sm04010105208.txt,train
sm04010105209,sm04,data\raw\wav_sm04\sm04010105209.wav,data\labels\lab_sm04\sm04010105209.lab,data\transcripts\txt_sm04\sm04010105209.txt,train
sm04010105210,sm04,data\raw\wav_sm04\sm04010105210.wav,data\labels\lab_sm04\sm04010105210.lab,data\transcripts\txt_sm04\sm04010105210.txt,train
sm04010105211,sm04,data\raw\wav_sm04\sm04010105211.wav,data\labels\lab_sm04\sm04010105211.lab,data\transcripts\txt_sm04\sm04010105211.txt,train
sm04010105212,sm04,data\raw\wav_sm04\sm04010105212.wav,data\labels\lab_sm04\sm04010105212.lab,data\transcripts\txt_sm04\sm04010105212.txt,test
sm04010105213,sm04,data\raw\wav_sm04\sm04010105213.wav,data\labels\lab_sm04\sm04010105213.lab,data\transcripts\txt_sm04\sm04010105213.txt,train
sm04010105214,sm04,data\raw\wav_sm04\sm04010105214.wav,data\labels\lab_sm04\sm04010105214.lab,data\transcripts\txt_sm04\sm04010105214.txt,test
sm04010105215,sm04,data\raw\wav_sm04\sm04010105215.wav,data\labels\lab_sm04\sm04010105215.lab,data\transcripts\txt_sm04\sm04010105215.txt,val
sm04010105216,sm04,data\raw\wav_sm04\sm04010105216.wav,data\labels\lab_sm04\sm04010105216.lab,data\transcripts\txt_sm04\sm04010105216.txt,train
sm04010105217,sm04,data\raw\wav_sm04\sm04010105217.wav,data\labels\lab_sm04\sm04010105217.lab,data\transcripts\txt_sm04\sm04010105217.txt,train
sm04010105218,sm04,data\raw\wav_sm04\sm04010105218.wav,data\labels\lab_sm04\sm04010105218.lab,data\transcripts\txt_sm04\sm04010105218.txt,train
sm04010105219,sm04,data\raw\wav_sm04\sm04010105219.wav,data\labels\lab_sm04\sm04010105219.lab,data\transcripts\txt_sm04\sm04010105219.txt,train
sm04010105220,sm04,data\raw\wav_sm04\sm04010105220.wav,data\labels\lab_sm04\sm04010105220.lab,data\transcripts\txt_sm04\sm04010105220.txt,train
sm04010105221,sm04,data\raw\wav_sm04\sm04010105221.wav,data\labels\lab_sm04\sm04010105221.lab,data\transcripts\txt_sm04\sm04010105221.txt,train
sm04010105222,sm04,data\raw\wav_sm04\sm04010105222.wav,data\labels\lab_sm04\sm04010105222.lab,data\transcripts\txt_sm04\sm04010105222.txt,train
sm04010105223,sm04,data\raw\wav_sm04\sm04010105223.wav,data\labels\lab_sm04\sm04010105223.lab,data\transcripts\txt_sm04\sm04010105223.txt,test
sm04010105224,sm04,data\raw\wav_sm04\sm04010105224.wav,data\labels\lab_sm04\sm04010105224.lab,data\transcripts\txt_sm04\sm04010105224.txt,val
sm04010105225,sm04,data\raw\wav_sm04\sm04010105225.wav,data\labels\lab_sm04\sm04010105225.lab,data\transcripts\txt_sm04\sm04010105225.txt,val
sm04010105226,sm04,data\raw\wav_sm04\sm04010105226.wav,data\labels\lab_sm04\sm04010105226.lab,data\transcripts\txt_sm04\sm04010105226.txt,train
sm04010105227,sm04,data\raw\wav_sm04\sm04010105227.wav,data\labels\lab_sm04\sm04010105227.lab,data\transcripts\txt_sm04\sm04010105227.txt,test
sm04010105228,sm04,data\raw\wav_sm04\sm04010105228.wav,data\labels\lab_sm04\sm04010105228.lab,data\transcripts\txt_sm04\sm04010105228.txt,train
sm04010105229,sm04,data\raw\wav_sm04\sm04010105229.wav,data\labels\lab_sm04\sm04010105229.lab,data\transcripts\txt_sm04\sm04010105229.txt,train
sm04010105230,sm04,data\raw\wav_sm04\sm04010105230.wav,data\labels\lab_sm04\sm04010105230.lab,data\transcripts\txt_sm04\sm04010105230.txt,train
sm04010105231,sm04,data\raw\wav_sm04\sm04010105231.wav,data\labels\lab_sm04\sm04010105231.lab,data\transcripts\txt_sm04\sm04010105231.txt,test
sm04010105232,sm04,data\raw\wav_sm04\sm04010105232.wav,data\labels\lab_sm04\sm04010105232.lab,data\transcripts\txt_sm04\sm04010105232.txt,train
sm04010105233,sm04,data\raw\wav_sm04\sm04010105233.wav,data\labels\lab_sm04\sm04010105233.lab,data\transcripts\txt_sm04\sm04010105233.txt,train
sm04010105234,sm04,data\raw\wav_sm04\sm04010105234.wav,data\labels\lab_sm04\sm04010105234.lab,data\transcripts\txt_sm04\sm04010105234.txt,train
sm04010105235,sm04,data\raw\wav_sm04\sm04010105235.wav,data\labels\lab_sm04\sm04010105235.lab,data\transcripts\txt_sm04\sm04010105235.txt,train
sm04010105236,sm04,data\raw\wav_sm04\sm04010105236.wav,data\labels\lab_sm04\sm04010105236.lab,data\transcripts\txt_sm04\sm04010105236.txt,train
sm04010105237,sm04,data\raw\wav_sm04\sm04010105237.wav,data\labels\lab_sm04\sm04010105237.lab,data\transcripts\txt_sm04\sm04010105237.txt,test
sm04010105238,sm04,data\raw\wav_sm04\sm04010105238.wav,data\labels\lab_sm04\sm04010105238.lab,data\transcripts\txt_sm04\sm04010105238.txt,test
sm04010105239,sm04,data\raw\wav_sm04\sm04010105239.wav,data\labels\lab_sm04\sm04010105239.lab,data\transcripts\txt_sm04\sm04010105239.txt,train
sm04010105240,sm04,data\raw\wav_sm04\sm04010105240.wav,data\labels\lab_sm04\sm04010105240.lab,data\transcripts\txt_sm04\sm04010105240.txt,train
sm04010105241,sm04,data\raw\wav_sm04\sm04010105241.wav,data\labels\lab_sm04\sm04010105241.lab,data\transcripts\txt_sm04\sm04010105241.txt,train
sm04010105242,sm04,data\raw\wav_sm04\sm04010105242.wav,data\labels\lab_sm04\sm04010105242.lab,data\transcripts\txt_sm04\sm04010105242.txt,train
sm04010105243,sm04,data\raw\wav_sm04\sm04010105243.wav,data\labels\lab_sm04\sm04010105243.lab,data\transcripts\txt_sm04\sm04010105243.txt,val
sm04010105244,sm04,data\raw\wav_sm04\sm04010105244.wav,data\labels\lab_sm04\sm04010105244.lab,data\transcripts\txt_sm04\sm04010105244.txt,train
sm04010105245,sm04,data\raw\wav_sm04\sm04010105245.wav,data\labels\lab_sm04\sm04010105245.lab,data\transcripts\txt_sm04\sm04010105245.txt,train
sm04010105301,sm04,data\raw\wav_sm04\sm04010105301.wav,data\labels\lab_sm04\sm04010105301.lab,data\transcripts\txt_sm04\sm04010105301.txt,train
sm04010105302,sm04,data\raw\wav_sm04\sm04010105302.wav,data\labels\lab_sm04\sm04010105302.lab,data\transcripts\txt_sm04\sm04010105302.txt,val
sm04010105303,sm04,data\raw\wav_sm04\sm04010105303.wav,data\labels\lab_sm04\sm04010105303.lab,data\transcripts\txt_sm04\sm04010105303.txt,val
sm04010105304,sm04,data\raw\wav_sm04\sm04010105304.wav,data\labels\lab_sm04\sm04010105304.lab,data\transcripts\txt_sm04\sm04010105304.txt,train
sm04010105305,sm04,data\raw\wav_sm04\sm04010105305.wav,data\labels\lab_sm04\sm04010105305.lab,data\transcripts\txt_sm04\sm04010105305.txt,train
sm04010105306,sm04,data\raw\wav_sm04\sm04010105306.wav,data\labels\lab_sm04\sm04010105306.lab,data\transcripts\txt_sm04\sm04010105306.txt,train
sm04010105307,sm04,data\raw\wav_sm04\sm04010105307.wav,data\labels\lab_sm04\sm04010105307.lab,data\transcripts\txt_sm04\sm04010105307.txt,train
sm04010105308,sm04,data\raw\wav_sm04\sm04010105308.wav,data\labels\lab_sm04\sm04010105308.lab,data\transcripts\txt_sm04\sm04010105308.txt,train
sm04010105309,sm04,data\raw\wav_sm04\sm04010105309.wav,data\labels\lab_sm04\sm04010105309.lab,data\transcripts\txt_sm04\sm04010105309.txt,train
sm04010105310,sm04,data\raw\wav_sm04\sm04010105310.wav,data\labels\lab_sm04\sm04010105310.lab,data\transcripts\txt_sm04\sm04010105310.txt,val
sm04010105311,sm04,data\raw\wav_sm04\sm04010105311.wav,data\labels\lab_sm04\sm04010105311.lab,data\transcripts\txt_sm04\sm04010105311.txt,train
sm04010105312,sm04,data\raw\wav_sm04\sm04010105312.wav,data\labels\lab_sm04\sm04010105312.lab,data\transcripts\txt_sm04\sm04010105312.txt,train
sm04010105313,sm04,data\raw\wav_sm04\sm04010105313.wav,data\labels\lab_sm04\sm04010105313.lab,data\transcripts\txt_sm04\sm04010105313.txt,train
sm04010105314,sm04,data\raw\wav_sm04\sm04010105314.wav,data\labels\lab_sm04\sm04010105314.lab,data\transcripts\txt_sm04\sm04010105314.txt,train
sm04010105315,sm04,data\raw\wav_sm04\sm04010105315.wav,data\labels\lab_sm04\sm04010105315.lab,data\transcripts\txt_sm04\sm04010105315.txt,test
sm04010105316,sm04,data\raw\wav_sm04\sm04010105316.wav,data\labels\lab_sm04\sm04010105316.lab,data\transcripts\txt_sm04\sm04010105316.txt,val
sm04010105317,sm04,data\raw\wav_sm04\sm04010105317.wav,data\labels\lab_sm04\sm04010105317.lab,data\transcripts\txt_sm04\sm04010105317.txt,train
sm04010105318,sm04,data\raw\wav_sm04\sm04010105318.wav,data\labels\lab_sm04\sm04010105318.lab,data\transcripts\txt_sm04\sm04010105318.txt,val
sm04010105319,sm04,data\raw\wav_sm04\sm04010105319.wav,data\labels\lab_sm04\sm04010105319.lab,data\transcripts\txt_sm04\sm04010105319.txt,train
sm04010105320,sm04,data\raw\wav_sm04\sm04010105320.wav,data\labels\lab_sm04\sm04010105320.lab,data\transcripts\txt_sm04\sm04010105320.txt,train
sm04010105321,sm04,data\raw\wav_sm04\sm04010105321.wav,data\labels\lab_sm04\sm04010105321.lab,data\transcripts\txt_sm04\sm04010105321.txt,test
sm04010105322,sm04,data\raw\wav_sm04\sm04010105322.wav,data\labels\lab_sm04\sm04010105322.lab,data\transcripts\txt_sm04\sm04010105322.txt,train
sm04010105323,sm04,data\raw\wav_sm04\sm04010105323.wav,data\labels\lab_sm04\sm04010105323.lab,data\transcripts\txt_sm04\sm04010105323.txt,train
sm04010105324,sm04,data\raw\wav_sm04\sm04010105324.wav,data\labels\lab_sm04\sm04010105324.lab,data\transcripts\txt_sm04\sm04010105324.txt,train
sm04010105325,sm04,data\raw\wav_sm04\sm04010105325.wav,data\labels\lab_sm04\sm04010105325.lab,data\transcripts\txt_sm04\sm04010105325.txt,train
sm04010105326,sm04,data\raw\wav_sm04\sm04010105326.wav,data\labels\lab_sm04\sm04010105326.lab,data\transcripts\txt_sm04\sm04010105326.txt,test
sm04010105327,sm04,data\raw\wav_sm04\sm04010105327.wav,data\labels\lab_sm04\sm04010105327.lab,data\transcripts\txt_sm04\sm04010105327.txt,train
sm04010105328,sm04,data\raw\wav_sm04\sm04010105328.wav,data\labels\lab_sm04\sm04010105328.lab,data\transcripts\txt_sm04\sm04010105328.txt,train
sm04010105329,sm04,data\raw\wav_sm04\sm04010105329.wav,data\labels\lab_sm04\sm04010105329.lab,data\transcripts\txt_sm04\sm04010105329.txt,train
