utterance_id,speaker_id,audio_path,label_path,transcript_path,split
m01040203102,m01,data\raw\audio_m\m01\m01040203102.wav,data\labels\uniform_audio_mz\m01040203102.lab,data\transcripts\text\m01\m01040203102.txt,train
m01040203103,m01,data\raw\audio_m\m01\m01040203103.wav,data\labels\uniform_audio_mz\m01040203103.lab,data\transcripts\text\m01\m01040203103.txt,train
m01040203104,m01,data\raw\audio_m\m01\m01040203104.wav,data\labels\uniform_audio_mz\m01040203104.lab,data\transcripts\text\m01\m01040203104.txt,train
m01040602201,m01,data\raw\audio_m\m01\m01040602201.wav,data\labels\uniform_audio_mz\m01040602201.lab,data\transcripts\text\m01\m01040602201.txt,train
m01040602202,m01,data\raw\audio_m\m01\m01040602202.wav,data\labels\uniform_audio_mz\m01040602202.lab,data\transcripts\text\m01\m01040602202.txt,val
m01040602203,m01,data\raw\audio_m\m01\m01040602203.wav,data\labels\uniform_audio_mz\m01040602203.lab,data\transcripts\text\m01\m01040602203.txt,train
m01040602204,m01,data\raw\audio_m\m01\m01040602204.wav,data\labels\uniform_audio_mz\m01040602204.lab,data\transcripts\text\m01\m01040602204.txt,test
m01040602205,m01,data\raw\audio_m\m01\m01040602205.wav,data\labels\uniform_audio_mz\m01040602205.lab,data\transcripts\text\m01\m01040602205.txt,train
m01040602206,m01,data\raw\audio_m\m01\m01040602206.wav,data\labels\uniform_audio_mz\m01040602206.lab,data\transcripts\text\m01\m01040602206.txt,train
m01040602207,m01,data\raw\audio_m\m01\m01040602207.wav,data\labels\uniform_audio_mz\m01040602207.lab,data\transcripts\text\m01\m01040602207.txt,train
m01040602208,m01,data\raw\audio_m\m01\m01040602208.wav,data\labels\uniform_audio_mz\m01040602208.lab,data\transcripts\text\m01\m01040602208.txt,train
m01040602301,m01,data\raw\audio_m\m01\m01040602301.wav,data\labels\uniform_audio_mz\m01040602301.lab,data\transcripts\text\m01\m01040602301.txt,train
m01040602302,m01,data\raw\audio_m\m01\m01040602302.wav,data\labels\uniform_audio_mz\m01040602302.lab,data\transcripts\text\m01\m01040602302.txt,val
m01040602303,m01,data\raw\audio_m\m01\m01040602303.wav,data\labels\uniform_audio_mz\m01040602303.lab,data\transcripts\text\m01\m01040602303.txt,val
m01040602304,m01,data\raw\audio_m\m01\m01040602304.wav,data\labels\uniform_audio_mz\m01040602304.lab,data\transcripts\text\m01\m01040602304.txt,val
m01050103401,m01,data\raw\audio_m\m01\m01050103401.wav,data\labels\uniform_audio_mz\m01050103401.lab,data\transcripts\text\m01\m01050103401.txt,train
m01050105401,m01,data\raw\audio_m\m01\m01050105401.wav,data\labels\uniform_audio_mz\m01050105401.lab,data\transcripts\text\m01\m01050105401.txt,test
m01050105402,m01,data\raw\audio_m\m01\m01050105402.wav,data\labels\uniform_audio_mz\m01050105402.lab,data\transcripts\text\m01\m01050105402.txt,test
m01050105403,m01,data\raw\audio_m\m01\m01050105403.wav,data\labels\uniform_audio_mz\m01050105403.lab,data\transcripts\text\m01\m01050105403.txt,train
m01060502401,m01,data\raw\audio_m\m01\m01060502401.wav,data\labels\uniform_audio_mz\m01060502401.lab,data\transcripts\text\m01\m01060502401.txt,train
m01060502402,m01,data\raw\audio_m\m01\m01060502402.wav,data\labels\uniform_audio_mz\m01060502402.lab,data\transcripts\text\m01\m01060502402.txt,train
m01060502403,m01,data\raw\audio_m\m01\m01060502403.wav,data\labels\uniform_audio_mz\m01060502403.lab,data\transcripts\text\m01\m01060502403.txt,test
m01070502101,m01,data\raw\audio_m\m01\m01070502101.wav,data\labels\uniform_audio_mz\m01070502101.lab,data\transcripts\text\m01\m01070502101.txt,train
m01070502102,m01,data\raw\audio_m\m01\m01070502102.wav,data\labels\uniform_audio_mz\m01070502102.lab,data\transcripts\text\m01\m01070502102.txt,train
m01081204301,m01,data\raw\audio_m\m01\m01081204301.wav,data\labels\uniform_audio_mz\m01081204301.lab,data\transcripts\text\m01\m01081204301.txt,train
m01081204302,m01,data\raw\audio_m\m01\m01081204302.wav,data\labels\uniform_audio_mz\m01081204302.lab,data\transcripts\text\m01\m01081204302.txt,train
m01081204303,m01,data\raw\audio_m\m01\m01081204303.wav,data\labels\uniform_audio_mz\m01081204303.lab,data\transcripts\text\m01\m01081204303.txt,test
m01081204304,m01,data\raw\audio_m\m01\m01081204304.wav,data\labels\uniform_audio_mz\m01081204304.lab,data\transcripts\text\m01\m01081204304.txt,test
m01081204305,m01,data\raw\audio_m\m01\m01081204305.wav,data\labels\uniform_audio_mz\m01081204305.lab,data\transcripts\text\m01\m01081204305.txt,test
m01081204401,m01,data\raw\audio_m\m01\m01081204401.wav,data\labels\uniform_audio_mz\m01081204401.lab,data\transcripts\text\m01\m01081204401.txt,test
m01081204402,m01,data\raw\audio_m\m01\m01081204402.wav,data\labels\uniform_audio_mz\m01081204402.lab,data\transcripts\text\m01\m01081204402.txt,test
m01081204403,m01,data\raw\audio_m\m01\m01081204403.wav,data\labels\uniform_audio_mz\m01081204403.lab,data\transcripts\text\m01\m01081204403.txt,train
m01081204404,m01,data\raw\audio_m\m01\m01081204404.wav,data\labels\uniform_audio_mz\m01081204404.lab,data\transcripts\text\m01\m01081204404.txt,train
m01081204405,m01,data\raw\audio_m\m01\m01081204405.wav,data\labels\uniform_audio_mz\m01081204405.lab,data\transcripts\text\m01\m01081204405.txt,train
m01090103301,m01,data\raw\audio_m\m01\m01090103301.wav,data\labels\uniform_audio_mz\m01090103301.lab,data\transcripts\text\m01\m01090103301.txt,val
m01090103302,m01,data\raw\audio_m\m01\m01090103302.wav,data\labels\uniform_audio_mz\m01090103302.lab,data\transcripts\text\m01\m01090103302.txt,train
m01090103303,m01,data\raw\audio_m\m01\m01090103303.wav,data\labels\uniform_audio_mz\m01090103303.lab,data\transcripts\text\m01\m01090103303.txt,test
m01090103304,m01,data\raw\audio_m\m01\m01090103304.wav,data\labels\uniform_audio_mz\m01090103304.lab,data\transcripts\text\m01\m01090103304.txt,test
m01090502101,m01,data\raw\audio_m\m01\m01090502101.wav,data\labels\uniform_audio_mz\m01090502101.lab,data\transcripts\text\m01\m01090502101.txt,train
m01090502102,m01,data\raw\audio_m\m01\m01090502102.wav,data\labels\uniform_audio_mz\m01090502102.lab,data\transcripts\text\m01\m01090502102.txt,test
m01090502103,m01,data\raw\audio_m\m01\m01090502103.wav,data\labels\uniform_audio_mz\m01090502103.lab,data\transcripts\text\m01\m01090502103.txt,train
m01090502104,m01,data\raw\audio_m\m01\m01090502104.wav,data\labels\uniform_audio_mz\m01090502104.lab,data\transcripts\text\m01\m01090502104.txt,train
m01090502105,m01,data\raw\audio_m\m01\m01090502105.wav,data\labels\uniform_audio_mz\m01090502105.lab,data\transcripts\text\m01\m01090502105.txt,train
m01090502201,m01,data\raw\audio_m\m01\m01090502201.wav,data\labels\uniform_audio_mz\m01090502201.lab,data\transcripts\text\m01\m01090502201.txt,test
m01090502202,m01,data\raw\audio_m\m01\m01090502202.wav,data\labels\uniform_audio_mz\m01090502202.lab,data\transcripts\text\m01\m01090502202.txt,train
m01090502203,m01,data\raw\audio_m\m01\m01090502203.wav,data\labels\uniform_audio_mz\m01090502203.lab,data\transcripts\text\m01\m01090502203.txt,test
m01090502204,m01,data\raw\audio_m\m01\m01090502204.wav,data\labels\uniform_audio_mz\m01090502204.lab,data\transcripts\text\m01\m01090502204.txt,train
m01090502205,m01,data\raw\audio_m\m01\m01090502205.wav,data\labels\uniform_audio_mz\m01090502205.lab,data\transcripts\text\m01\m01090502205.txt,train
m01090502206,m01,data\raw\audio_m\m01\m01090502206.wav,data\labels\uniform_audio_mz\m01090502206.lab,data\transcripts\text\m01\m01090502206.txt,train
m01090502207,m01,data\raw\audio_m\m01\m01090502207.wav,data\labels\uniform_audio_mz\m01090502207.lab,data\transcripts\text\m01\m01090502207.txt,train
m01090502208,m01,data\raw\audio_m\m01\m01090502208.wav,data\labels\uniform_audio_mz\m01090502208.lab,data\transcripts\text\m01\m01090502208.txt,train
m01090502209,m01,data\raw\audio_m\m01\m01090502209.wav,data\labels\uniform_audio_mz\m01090502209.lab,data\transcripts\text\m01\m01090502209.txt,train
m01090502210,m01,data\raw\audio_m\m01\m01090502210.wav,data\labels\uniform_audio_mz\m01090502210.lab,data\transcripts\text\m01\m01090502210.txt,val
m01090502211,m01,data\raw\audio_m\m01\m01090502211.wav,data\labels\uniform_audio_mz\m01090502211.lab,data\transcripts\text\m01\m01090502211.txt,train
m01090502301,m01,data\raw\audio_m\m01\m01090502301.wav,data\labels\uniform_audio_mz\m01090502301.lab,data\transcripts\text\m01\m01090502301.txt,test
m01090502302,m01,data\raw\audio_m\m01\m01090502302.wav,data\labels\uniform_audio_mz\m01090502302.lab,data\transcripts\text\m01\m01090502302.txt,train
m01090502303,m01,data\raw\audio_m\m01\m01090502303.wav,data\labels\uniform_audio_mz\m01090502303.lab,data\transcripts\text\m01\m01090502303.txt,test
m01090502304,m01,data\raw\audio_m\m01\m01090502304.wav,data\labels\uniform_audio_mz\m01090502304.lab,data\transcripts\text\m01\m01090502304.txt,val
m01090502305,m01,data\raw\audio_m\m01\m01090502305.wav,data\labels\uniform_audio_mz\m01090502305.lab,data\transcripts\text\m01\m01090502305.txt,train
m01090502306,m01,data\raw\audio_m\m01\m01090502306.wav,data\labels\uniform_audio_mz\m01090502306.lab,data\transcripts\text\m01\m01090502306.txt,train
m01090502307,m01,data\raw\audio_m\m01\m01090502307.wav,data\labels\uniform_audio_mz\m01090502307.lab,data\transcripts\text\m01\m01090502307.txt,train
m01090502308,m01,data\raw\audio_m\m01\m01090502308.wav,data\labels\uniform_audio_mz\m01090502308.lab,data\transcripts\text\m01\m01090502308.txt,train
m01090502309,m01,data\raw\audio_m\m01\m01090502309.wav,data\labels\uniform_audio_mz\m01090502309.lab,data\transcripts\text\m01\m01090502309.txt,train
m01090502310,m01,data\raw\audio_m\m01\m01090502310.wav,data\labels\uniform_audio_mz\m01090502310.lab,data\transcripts\text\m01\m01090502310.txt,train
m01090502501,m01,data\raw\audio_m\m01\m01090502501.wav,data\labels\uniform_audio_mz\m01090502501.lab,data\transcripts\text\m01\m01090502501.txt,train
m01091202401,m01,data\raw\audio_m\m01\m01091202401.wav,data\labels\uniform_audio_mz\m01091202401.lab,data\transcripts\text\m01\m01091202401.txt,test
m01100203301,m01,data\raw\audio_m\m01\m01100203301.wav,data\labels\uniform_audio_mz\m01100203301.lab,data\transcripts\text\m01\m01100203301.txt,train
m01100203302,m01,data\raw\audio_m\m01\m01100203302.wav,data\labels\uniform_audio_mz\m01100203302.lab,data\transcripts\text\m01\m01100203302.txt,train
m01100203303,m01,data\raw\audio_m\m01\m01100203303.wav,data\labels\uniform_audio_mz\m01100203303.lab,data\transcripts\text\m01\m01100203303.txt,train
m01100203304,m01,data\raw\audio_m\m01\m01100203304.wav,data\labels\uniform_audio_mz\m01100203304.lab,data\transcripts\text\m01\m01100203304.txt,train
m01100203305,m01,data\raw\audio_m\m01\m01100203305.wav,data\labels\uniform_audio_mz\m01100203305.lab,data\transcripts\text\m01\m01100203305.txt,train
m01100203306,m01,data\raw\audio_m\m01\m01100203306.wav,data\labels\uniform_audio_mz\m01100203306.lab,data\transcripts\text\m01\m01100203306.txt,train
m01111204401,m01,data\raw\audio_m\m01\m01111204401.wav,data\labels\uniform_audio_mz\m01111204401.lab,data\transcripts\text\m01\m01111204401.txt,train
m01111204402,m01,data\raw\audio_m\m01\m01111204402.wav,data\labels\uniform_audio_mz\m01111204402.lab,data\transcripts\text\m01\m01111204402.txt,train
m01111204403,m01,data\raw\audio_m\m01\m01111204403.wav,data\labels\uniform_audio_mz\m01111204403.lab,data\transcripts\text\m01\m01111204403.txt,train
m01111204404,m01,data\raw\audio_m\m01\m01111204404.wav,data\labels\uniform_audio_mz\m01111204404.lab,data\transcripts\text\m01\m01111204404.txt,train
m01120105401,m01,data\raw\audio_m\m01\m01120105401.wav,data\labels\uniform_audio_mz\m01120105401.lab,data\transcripts\text\m01\m01120105401.txt,test
m01120105402,m01,data\raw\audio_m\m01\m01120105402.wav,data\labels\uniform_audio_mz\m01120105402.lab,data\transcripts\text\m01\m01120105402.txt,val
m01120105403,m01,data\raw\audio_m\m01\m01120105403.wav,data\labels\uniform_audio_mz\m01120105403.lab,data\transcripts\text\m01\m01120105403.txt,train
m01120203401,m01,data\raw\audio_m\m01\m01120203401.wav,data\labels\uniform_audio_mz\m01120203401.lab,data\transcripts\text\m01\m01120203401.txt,train
m01130105301,m01,data\raw\audio_m\m01\m01130105301.wav,data\labels\uniform_audio_mz\m01130105301.lab,data\transcripts\text\m01\m01130105301.txt,train
m01130105302,m01,data\raw\audio_m\m01\m01130105302.wav,data\labels\uniform_audio_mz\m01130105302.lab,data\transcripts\text\m01\m01130105302.txt,train
m01130105303,m01,data\raw\audio_m\m01\m01130105303.wav,data\labels\uniform_audio_mz\m01130105303.lab,data\transcripts\text\m01\m01130105303.txt,train
m01130105304,m01,data\raw\audio_m\m01\m01130105304.wav,data\labels\uniform_audio_mz\m01130105304.lab,data\transcripts\text\m01\m01130105304.txt,train
m01130105305,m01,data\raw\audio_m\m01\m01130105305.wav,data\labels\uniform_audio_mz\m01130105305.lab,data\transcripts\text\m01\m01130105305.txt,train
m01130502301,m01,data\raw\audio_m\m01\m01130502301.wav,data\labels\uniform_audio_mz\m01130502301.lab,data\transcripts\text\m01\m01130502301.txt,test
m01130502302,m01,data\raw\audio_m\m01\m01130502302.wav,data\labels\uniform_audio_mz\m01130502302.lab,data\transcripts\text\m01\m01130502302.txt,test
m01130502303,m01,data\raw\audio_m\m01\m01130502303.wav,data\labels\uniform_audio_mz\m01130502303.lab,data\transcripts\text\m01\m01130502303.txt,train
m01130502304,m01,data\raw\audio_m\m01\m01130502304.wav,data\labels\uniform_audio_mz\m01130502304.lab,data\transcripts\text\m01\m01130502304.txt,train
m01130502305,m01,data\raw\audio_m\m01\m01130502305.wav,data\labels\uniform_audio_mz\m01130502305.lab,data\transcripts\text\m01\m01130502305.txt,test
m01130502306,m01,data\raw\audio_m\m01\m01130502306.wav,data\labels\uniform_audio_mz\m01130502306.lab,data\transcripts\text\m01\m01130502306.txt,train
m01130502307,m01,data\raw\audio_m\m01\m01130502307.wav,data\labels\uniform_audio_mz\m01130502307.lab,data\transcripts\text\m01\m01130502307.txt,train
m01140103101,m01,data\raw\audio_m\m01\m01140103101.wav,data\labels\uniform_audio_mz\m01140103101.lab,data\transcripts\text\m01\m01140103101.txt,train
m01140103102,m01,data\raw\audio_m\m01\m01140103102.wav,data\labels\uniform_audio_mz\m01140103102.lab,data\transcripts\text\m01\m01140103102.txt,test
m01140103103,m01,data\raw\audio_m\m01\m01140103103.wav,data\labels\uniform_audio_mz\m01140103103.lab,data\transcripts\text\m01\m01140103103.txt,train
m01140203301,m01,data\raw\audio_m\m01\m01140203301.wav,data\labels\uniform_audio_mz\m01140203301.lab,data\transcripts\text\m01\m01140203301.txt,train
m01140203302,m01,data\raw\audio_m\m01\m01140203302.wav,data\labels\uniform_audio_mz\m01140203302.lab,data\transcripts\text\m01\m01140203302.txt,test
m01140203303,m01,data\raw\audio_m\m01\m01140203303.wav,data\labels\uniform_audio_mz\m01140203303.lab,data\transcripts\text\m01\m01140203303.txt,val
m01140203304,m01,data\raw\audio_m\m01\m01140203304.wav,data\labels\uniform_audio_mz\m01140203304.lab,data\transcripts\text\m01\m01140203304.txt,test
m01150402201,m01,data\raw\audio_m\m01\m01150402201.wav,data\labels\uniform_audio_mz\m01150402201.lab,data\transcripts\text\m01\m01150402201.txt,train
m01150402202,m01,data\raw\audio_m\m01\m01150402202.wav,data\labels\uniform_audio_mz\m01150402202.lab,data\transcripts\text\m01\m01150402202.txt,train
m01150402203,m01,data\raw\audio_m\m01\m01150402203.wav,data\labels\uniform_audio_mz\m01150402203.lab,data\transcripts\text\m01\m01150402203.txt,val
m01150402204,m01,data\raw\audio_m\m01\m01150402204.wav,data\labels\uniform_audio_mz\m01150402204.lab,data\transcripts\text\m01\m01150402204.txt,val
m01150402205,m01,data\raw\audio_m\m01\m01150402205.wav,data\labels\uniform_audio_mz\m01150402205.lab,data\transcripts\text\m01\m01150402205.txt,train
m01150402206,m01,data\raw\audio_m\m01\m01150402206.wav,data\labels\uniform_audio_mz\m01150402206.lab,data\transcripts\text\m01\m01150402206.txt,train
m01151204201,m01,data\raw\audio_m\m01\m01151204201.wav,data\labels\uniform_audio_mz\m01151204201.lab,data\transcripts\text\m01\m01151204201.txt,train
m01151204202,m01,data\raw\audio_m\m01\m01151204202.wav,data\labels\uniform_audio_mz\m01151204202.lab,data\transcripts\text\m01\m01151204202.txt,train
m01151204203,m01,data\raw\audio_m\m01\m01151204203.wav,data\labels\uniform_audio_mz\m01151204203.lab,data\transcripts\text\m01\m01151204203.txt,train
m01151204204,m01,data\raw\audio_m\m01\m01151204204.wav,data\labels\uniform_audio_mz\m01151204204.lab,data\transcripts\text\m01\m01151204204.txt,train
m01160103101,m01,data\raw\audio_m\m01\m01160103101.wav,data\labels\uniform_audio_mz\m01160103101.lab,data\transcripts\text\m01\m01160103101.txt,test
m01160103102,m01,data\raw\audio_m\m01\m01160103102.wav,data\labels\uniform_audio_mz\m01160103102.lab,data\transcripts\text\m01\m01160103102.txt,val
m01160103103,m01,data\raw\audio_m\m01\m01160103103.wav,data\labels\uniform_audio_mz\m01160103103.lab,data\transcripts\text\m01\m01160103103.txt,test
m01160103104,m01,data\raw\audio_m\m01\m01160103104.wav,data\labels\uniform_audio_mz\m01160103104.lab,data\transcripts\text\m01\m01160103104.txt,train
m01170103401,m01,data\raw\audio_m\m01\m01170103401.wav,data\labels\uniform_audio_mz\m01170103401.lab,data\transcripts\text\m01\m01170103401.txt,test
m01170502401,m01,data\raw\audio_m\m01\m01170502401.wav,data\labels\uniform_audio_mz\m01170502401.lab,data\transcripts\text\m01\m01170502401.txt,train
m01170502402,m01,data\raw\audio_m\m01\m01170502402.wav,data\labels\uniform_audio_mz\m01170502402.lab,data\transcripts\text\m01\m01170502402.txt,train
m01170502403,m01,data\raw\audio_m\m01\m01170502403.wav,data\labels\uniform_audio_mz\m01170502403.lab,data\transcripts\text\m01\m01170502403.txt,train
m01170502404,m01,data\raw\audio_m\m01\m01170502404.wav,data\labels\uniform_audio_mz\m01170502404.lab,data\transcripts\text\m01\m01170502404.txt,train
m01170502405,m01,data\raw\audio_m\m01\m01170502405.wav,data\labels\uniform_audio_mz\m01170502405.lab,data\transcripts\text\m01\m01170502405.txt,train
m01170602301,m01,data\raw\audio_m\m01\m01170602301.wav,data\labels\uniform_audio_mz\m01170602301.lab,data\transcripts\text\m01\m01170602301.txt,test
m01170602302,m01,data\raw\audio_m\m01\m01170602302.wav,data\labels\uniform_audio_mz\m01170602302.lab,data\transcripts\text\m01\m01170602302.txt,train
m01170602303,m01,data\raw\audio_m\m01\m01170602303.wav,data\labels\uniform_audio_mz\m01170602303.lab,data\transcripts\text\m01\m01170602303.txt,train
m01170602304,m01,data\raw\audio_m\m01\m01170602304.wav,data\labels\uniform_audio_mz\m01170602304.lab,data\transcripts\text\m01\m01170602304.txt,train
m01170602305,m01,data\raw\audio_m\m01\m01170602305.wav,data\labels\uniform_audio_mz\m01170602305.lab,data\transcripts\text\m01\m01170602305.txt,train
m01170602306,m01,data\raw\audio_m\m01\m01170602306.wav,data\labels\uniform_audio_mz\m01170602306.lab,data\transcripts\text\m01\m01170602306.txt,train
m01170602307,m01,data\raw\audio_m\m01\m01170602307.wav,data\labels\uniform_audio_mz\m01170602307.lab,data\transcripts\text\m01\m01170602307.txt,test
m01170602308,m01,data\raw\audio_m\m01\m01170602308.wav,data\labels\uniform_audio_mz\m01170602308.lab,data\transcripts\text\m01\m01170602308.txt,test
m01170602309,m01,data\raw\audio_m\m01\m01170602309.wav,data\labels\uniform_audio_mz\m01170602309.lab,data\transcripts\text\m01\m01170602309.txt,train
m01170602310,m01,data\raw\audio_m\m01\m01170602310.wav,data\labels\uniform_audio_mz\m01170602310.lab,data\transcripts\text\m01\m01170602310.txt,train
m01171202101,m01,data\raw\audio_m\m01\m01171202101.wav,data\labels\uniform_audio_mz\m01171202101.lab,data\transcripts\text\m01\m01171202101.txt,train
m01171202102,m01,data\raw\audio_m\m01\m01171202102.wav,data\labels\uniform_audio_mz\m01171202102.lab,data\transcripts\text\m01\m01171202102.txt,train
m01171202103,m01,data\raw\audio_m\m01\m01171202103.wav,data\labels\uniform_audio_mz\m01171202103.lab,data\transcripts\text\m01\m01171202103.txt,test
m01180402301,m01,data\raw\audio_m\m01\m01180402301.wav,data\labels\uniform_audio_mz\m01180402301.lab,data\transcripts\text\m01\m01180402301.txt,train
m01180402302,m01,data\raw\audio_m\m01\m01180402302.wav,data\labels\uniform_audio_mz\m01180402302.lab,data\transcripts\text\m01\m01180402302.txt,train
m01180402303,m01,data\raw\audio_m\m01\m01180402303.wav,data\labels\uniform_audio_mz\m01180402303.lab,data\transcripts\text\m01\m01180402303.txt,train
m01180402304,m01,data\raw\audio_m\m01\m01180402304.wav,data\labels\uniform_audio_mz\m01180402304.lab,data\transcripts\text\m01\m01180402304.txt,test
m01180402305,m01,data\raw\audio_m\m01\m01180402305.wav,data\labels\uniform_audio_mz\m01180402305.lab,data\transcripts\text\m01\m01180402305.txt,train
m01180402306,m01,data\raw\audio_m\m01\m01180402306.wav,data\labels\uniform_audio_mz\m01180402306.lab,data\transcripts\text\m01\m01180402306.txt,train
m01180402307,m01,data\raw\audio_m\m01\m01180402307.wav,data\labels\uniform_audio_mz\m01180402307.lab,data\transcripts\text\m01\m01180402307.txt,test
