start,end,phone,mean_log_likelihood
8.486000061035156,8.501999855041504,m,-36.67815017700195
8.501999855041504,8.50999927520752,n,-41.02195358276367
8.510000228881836,8.517999649047852,u,-39.122764587402344
8.518000602722168,8.5339994430542,d,-47.425933837890625
8.534000396728516,8.59000015258789,p,-46.24957111903599
8.59000015258789,8.645999908447266,o:,-43.87377275739397
8.645999908447266,8.661999702453613,l,-49.34843635559082
8.66200065612793,8.670000076293945,d,-51.589073181152344
8.670000076293945,8.677999496459961,r,-48.981929779052734
8.678000450134277,8.685999870300293,l,-53.614662170410156
8.685999870300293,8.693999290466309,r,-58.659297943115234
8.694000244140625,8.710000038146973,o,-50.23679161071777
8.710000038146973,8.717999458312988,u,-48.1849365234375
8.718000411987305,8.72599983215332,v,-55.08625030517578
8.72599983215332,8.733999252319336,g,-48.57935333251953
8.734000205993652,8.741999626159668,v,-45.0682373046875
8.742000579833984,8.75,l,-42.66998291015625
8.75,8.765999794006348,u,-52.294044494628906
8.766000747680664,8.789999961853027,u:,-52.25136184692383
8.789999961853027,8.797999382019043,C,-54.4919319152832
8.79800033569336,8.805999755859375,u,-50.26738357543945
8.806000709533691,8.86199951171875,C,-54.058261326381135
8.862000465393066,8.877999305725098,S,-50.46499824523926
8.878000259399414,8.88599967956543,C,-51.94797897338867
8.886000633239746,8.90999984741211,cc,-41.616143544514976
8.90999984741211,8.925999641418457,S,-43.395307540893555
8.926000595092773,8.941999435424805,cc,-50.779619216918945
8.942000389099121,8.949999809265137,C,-60.19559860229492
8.950000762939453,8.965999603271484,dz,-49.623695373535156
8.9660005569458,8.973999977111816,DZ,-55.84962463378906
8.973999977111816,8.998000144958496,dz,-46.78315989176432
8.998000144958496,9.029999732971191,u,-45.910569190979004
9.030000686645508,9.038000106811523,u:,-37.775569915771484
9.038000106811523,9.045999526977539,u,-35.35809326171875
